run,direction,strategy,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,mer
230,short,weighted,0.119619988298883,0.22706586985278368,0.01704697999248275,4.910841344478455,0.015608671475063144,0.06705969304573012,0.463713247094543,0.012130233345175103
231,long,baseline,-0.21230223624166175,-0.30694875648460906,-0.08848533633476507,-0.34360013366439945,-0.2169737913426092,-0.8286241518033269,0.8202754944333387,-0.011781207860011512
231,long,gps,-0.657970803327955,-0.8563763033879414,-0.20114760896568135,-0.8631458867829829,-0.34094668233170816,-0.9738254649127843,0.9763186501195995,-0.02810087829225776
231,long,weighted,0.3268192923949524,0.5077737968848274,0.048041757143647515,,0.13854684553959304,0.3990468362271711,0.2743829405615408,0.0
231,short,baseline,-0.10270352649328486,-0.16690586517676195,-0.10295182668259187,0.14197708853447277,-0.12181312947954155,-0.5800731478481402,0.7544904145312329,0.004223929504156198
231,short,gps,0.5085093009528442,0.9708081654493741,0.3050010387483356,0.7482937940948539,0.17893097975975994,2.061600837368708,0.7398688746562977,0.023521992178304925
231,short,weighted,0.3649217337040854,0.6653860048921054,0.05414032311039825,4.864064554269867,0.12542283341800917,0.5098620802707616,0.37348768136524313,0.01204396192883534
232,long,baseline,-0.0952663276689271,-0.16063806334028058,-0.031755418895812265,-0.18255227847913785,-0.19846934502724306,-0.7906806425168597,0.8036831352291189,-0.007336822449205359
232,long,gps,-0.3438413701174066,-0.5010264631899491,-0.09683380489654109,-0.4827619620702795,-0.23680784862314766,-0.8983462719739101,0.9472826895429569,-0.01575122373774185
232,long,weighted,0.2841616915379675,0.4592067323029252,0.03840846117114788,,0.074273553937835,0.30194039151759067,0.40056370093337057,0.0
232,short,baseline,0.4645337597178343,0.7864486415604567,0.41573021447746994,0.6791328393954709,0.22312788319830157,1.5385845408242718,0.48877323217535285,0.02048169464389658
232,short,gps,0.0020752910245495112,0.003653497539524078,0.0017457326559647142,0.22583150648414455,-0.09654060468388936,-0.4185728097614235,0.6056821470905926,0.006731790460083973
